Event	ID	Name			Wwise Object Path	Notes
	363049873	Play_c_magpie_voc_cry			\Default Work Unit\character\magpie\Play_c_magpie_voc_cry	
	1116472709	Play_c_evil_pelican_voc_cry			\Default Work Unit\character\evil_pelican\Play_c_evil_pelican_voc_cry	
	1250480657	Play_obj_map_open			\Default Work Unit\object\Play_obj_map_open	
	1917241241	Play_c_magpie_voc_idle			\Default Work Unit\character\magpie\Play_c_magpie_voc_idle	
	2255457607	Play_amb_wind			\Default Work Unit\amb\Play_amb_wind	
	2378372469	Play_obj_ship_wheel_stop			\Default Work Unit\object\Play_obj_ship_wheel_stop	
	2578765554	Play_snd_test			\Default Work Unit\Play_snd_test	
	2632141450	Play_c_player_fol_grab			\Default Work Unit\character\player\Play_c_player_fol_grab	
	2738151287	Play_mus_main_theme			\Default Work Unit\music\Play_mus_main_theme	
	2837402735	Play_obj_ship_wheel_start			\Default Work Unit\object\Play_obj_ship_wheel_start	
	3329988455	Play_obj_map_close			\Default Work Unit\object\Play_obj_map_close	
	3508922530	Play_amb_sail			\Default Work Unit\amb\Play_amb_sail	
	3578043392	Play_amb_ship_wood_creak			\Default Work Unit\amb\Play_amb_ship_wood_creak	

Switch Group	ID	Name			Wwise Object Path	Notes
	2137642026	wind_region			\Default Work Unit\wind_region	

Switch	ID	Name	Switch Group			Notes
	1935470627	light	wind_region			
	2849147824	medium	wind_region			
	3522403288	strong	wind_region			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	110039528	c_magpie_voc_screech_02	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\character\magpie\c_magpie_voc_screech_02_6296B0F9.wem		\Actor-Mixer Hierarchy\character\c_magpie\c_magpie\c_magpie_voc\c_magpie_voc_cry\c_magpie_voc_screech\c_magpie_voc_screech_02		7839
	112766962	amb_wind_base_medium_03	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\wind\amb_wind_base_medium_03_6296B0F9.wem		\Actor-Mixer Hierarchy\ambience\amb_wind\amb_wind\amb_wind_02\amb_wind_medium\amb_wind_medium\amb_wind_base_medium_03		146288
	114135279	c_magpie_voc_idle_cry_04	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\character\magpie\c_magpie_voc_idle_cry_04_6296B0F9.wem		\Actor-Mixer Hierarchy\character\c_magpie\c_magpie\c_magpie_voc\c_magpie_voc_idle\c_magpie_voc_idle_cry\c_magpie_voc_idle_cry_04		6094
	119746749	amb_wind_busy_medium_01	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\wind\amb_wind_busy_medium_A9AB2944.wem		\Actor-Mixer Hierarchy\ambience\amb_wind\amb_wind\amb_wind_02\amb_wind_medium\amb_wind_medium_busy\amb_wind_busy_medium_01		122343
	130046403	player_fol_grab_05	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\character\player\player_fol_grab_05_6296B0F9.wem		\Actor-Mixer Hierarchy\character\c_player\c_player\c_player_fol_grab\player_fol_grab_05		3296
	134386206	c_magpie_voc_idle_03	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\character\magpie\c_magpie_voc_idle_033_6296B0F9.wem		\Actor-Mixer Hierarchy\character\c_magpie\c_magpie\c_magpie_voc\c_magpie_voc_idle\c_magpie_voc_idle\c_magpie_voc_idle_03		8201
	136842561	amb_wood_creak_04	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\ship_wood\amb_wood_creak_01_E2360BDF.wem		\Actor-Mixer Hierarchy\ambience\amb_ship_wood\amb_ship_wood\amb_ship_wood_creak\amb_ship_wood_creak_left\amb_wood_creak_04		30764
	147280103	object_ship_wheel_loop_02	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\object\object_ship_wheel_loop_02_6296B0F9.wem		\Actor-Mixer Hierarchy\object\obj_ship_wheel\obj_ship_wheel\obj_ship_wheel_start\obj_ship_wheel_loop\object_ship_wheel_loop_02		81668
	156431887	c_magpie_voc_idle_11	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\character\magpie\c_magpie_voc_idle_1111_6296B0F9.wem		\Actor-Mixer Hierarchy\character\c_magpie\c_magpie\c_magpie_voc\c_magpie_voc_idle\c_magpie_voc_idle\c_magpie_voc_idle_11		7643
	170221923	c_magpie_voc_cry_04	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\character\magpie\c_magpie_voc_cry_04_6296B0F9.wem		\Actor-Mixer Hierarchy\character\c_magpie\c_magpie\c_magpie_voc\c_magpie_voc_cry\c_magpie_voc_cry\c_magpie_voc_cry_04		6591
	174843137	object_ship_wheel_stop_04	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\object\object_ship_wheel_stop_02_CA43E4A4.wem		\Actor-Mixer Hierarchy\object\obj_ship_wheel\obj_ship_wheel\obj_ship_wheel_stop\obj_ship_wheel_stop\object_ship_wheel_stop_04		5875
	185198607	c_magpie_voc_idle_12	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\character\magpie\c_magpie_voc_idle_1212_6296B0F9.wem		\Actor-Mixer Hierarchy\character\c_magpie\c_magpie\c_magpie_voc\c_magpie_voc_idle\c_magpie_voc_idle\c_magpie_voc_idle_12		8636
	214057130	amb_wood_creak_05	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\ship_wood\amb_wood_creak_01_8690BBD8.wem		\Actor-Mixer Hierarchy\ambience\amb_ship_wood\amb_ship_wood\amb_ship_wood_creak\amb_ship_wood_creak_left\amb_wood_creak_05		22545
	228157891	amb_wind_busy_light	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\wind\amb_wind_busy_light_6296B0F9.wem		\Actor-Mixer Hierarchy\ambience\amb_wind\amb_wind\amb_wind_02\amb_wind_light\amb_wind_light_base\amb_wind_busy_light		113844
	229284216	amb_sail_leather_02	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\ship_sail\amb_sail_leather_75758299.wem		\Actor-Mixer Hierarchy\ambience\amb_sail\amb_sail\amb_sail\amb_sail_detail\amb_sail_leather_02		8450
	235542044	object_ship_wheel_squeak_start_03	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\object\object_ship_wheel_squeak_start_03_6F048AD6.wem		\Actor-Mixer Hierarchy\object\obj_ship_wheel\obj_ship_wheel\obj_ship_wheel_start\obj_ship_wheel_squeak_start\object_ship_wheel_squeak_start_03		7658
	237043091	c_magpie_voc_cry_01	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\character\magpie\c_magpie_voc_cry_01_6296B0F9.wem		\Actor-Mixer Hierarchy\character\c_magpie\c_magpie\c_magpie_voc\c_magpie_voc_cry\c_magpie_voc_cry\c_magpie_voc_cry_01		6943
	254684592	amb_sail_base_oneshot_01	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\ship_sail\amb_sail_base_oneshot_922BB41E.wem		\Actor-Mixer Hierarchy\ambience\amb_sail\amb_sail\amb_sail\amb_sail_base\amb_sail_base_oneshot_01		22865
	287892274	mus_main_theme	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\Cloud_Sailing_VR_Main_Theme_DRAFT_003_B_69BE6C6D.wem		\Actor-Mixer Hierarchy\Default Work Unit\mus_main_theme		5341349
	305466638	c_magpie_voc_screech_01	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\character\magpie\c_magpie_voc_screech_01_6296B0F9.wem		\Actor-Mixer Hierarchy\character\c_magpie\c_magpie\c_magpie_voc\c_magpie_voc_cry\c_magpie_voc_screech\c_magpie_voc_screech_01		7266
	311806304	amb_wood_creak_10	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\ship_wood\amb_wood_creak_01_A4AE664B.wem		\Actor-Mixer Hierarchy\ambience\amb_ship_wood\amb_ship_wood\amb_ship_wood_creak\amb_ship_wood_creak_right\amb_wood_creak_10		56311
	312788670	amb_wind_base_long_03	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\wind\amb_wind_base_long_8D0EDB53.wem		\Actor-Mixer Hierarchy\ambience\amb_wind\amb_wind\amb_wind_02\amb_wind_light\amb_wind_light_long\amb_wind_base_long_03		113802
	327894242	object_ship_wheel_loop_high_04	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\object\object_ship_wheel_loop_high_04_1B1D4D04.wem		\Actor-Mixer Hierarchy\object\obj_ship_wheel\obj_ship_wheel\obj_ship_wheel_start\obj_ship_wheel_loop_high\object_ship_wheel_loop_high_04		14131
	328084494	object_map_close_01	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\object\object_map_close_01_719C391B.wem		\Actor-Mixer Hierarchy\object\obj_map\obj_map\obj_map_close\object_map_close_01		8307
	341167001	amb_wind_base	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\wind\amb_wind_base_6296B0F9.wem		\Actor-Mixer Hierarchy\ambience\amb_wind\amb_wind\amb_wind_02\amb_wind_light\amb_wind_light_base\amb_wind_base		86481
	345460583	object_ship_wheel_stop_03	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\object\object_ship_wheel_stop_03_AE35160E.wem		\Actor-Mixer Hierarchy\object\obj_ship_wheel\obj_ship_wheel\obj_ship_wheel_stop\obj_ship_wheel_stop\object_ship_wheel_stop_03		7417
	346247568	c_evil_pelican_voc_cry	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\character\evil_pelican\c_evil_pelican_voc_cry_6296B0F9.wem		\Actor-Mixer Hierarchy\character\c_evil_pelican\c_evil_pelican\c_evil_pelican_voc\c_evil_pelican_voc_cry		13586
	352374428	c_magpie_voc_screech_03	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\character\magpie\c_magpie_voc_screech_03_6296B0F9.wem		\Actor-Mixer Hierarchy\character\c_magpie\c_magpie\c_magpie_voc\c_magpie_voc_cry\c_magpie_voc_screech\c_magpie_voc_screech_03		6387
	354259642	c_magpie_voc_idle_08	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\character\magpie\c_magpie_voc_idle_088_6296B0F9.wem		\Actor-Mixer Hierarchy\character\c_magpie\c_magpie\c_magpie_voc\c_magpie_voc_idle\c_magpie_voc_idle\c_magpie_voc_idle_08		5627
	360534278	amb_wind_base_medium_01	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\wind\amb_wind_base_medium_01_6296B0F9.wem		\Actor-Mixer Hierarchy\ambience\amb_wind\amb_wind\amb_wind_02\amb_wind_medium\amb_wind_medium\amb_wind_base_medium_01		215689
	368399429	amb_sail_base_oneshot_05	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\ship_sail\amb_sail_base_oneshot_C6023F18.wem		\Actor-Mixer Hierarchy\ambience\amb_sail\amb_sail\amb_sail\amb_sail_base\amb_sail_base_oneshot_05		17604
	374483085	amb_wind_busy_strong	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\wind\amb_wind_busy_strong_6296B0F9.wem		\Actor-Mixer Hierarchy\ambience\amb_wind\amb_wind\amb_wind_02\amb_wind_strong\amb_wind_strong_base\amb_wind_busy_strong		580316
	381757332	amb_wind_base_long_04	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\wind\amb_wind_base_long_78073947.wem		\Actor-Mixer Hierarchy\ambience\amb_wind\amb_wind\amb_wind_02\amb_wind_light\amb_wind_light_long\amb_wind_base_long_04		120487
	409987218	amb_wind_oneshot_strong_03	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\wind\amb_wind_oneshot_strong_03_6296B0F9.wem		\Actor-Mixer Hierarchy\ambience\amb_wind\amb_wind\amb_wind_02\amb_wind_strong\amb_wind_oneshot_long\amb_wind_oneshot_strong_03		103308
	425762495	object_ship_wheel_squeak_start_05	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\object\object_ship_wheel_squeak_start_05_002F2182.wem		\Actor-Mixer Hierarchy\object\obj_ship_wheel\obj_ship_wheel\obj_ship_wheel_start\obj_ship_wheel_squeak_start\object_ship_wheel_squeak_start_05		4130
	433100029	object_ship_wheel_loop_high_02	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\object\object_ship_wheel_loop_high_02_1B58B487.wem		\Actor-Mixer Hierarchy\object\obj_ship_wheel\obj_ship_wheel\obj_ship_wheel_start\obj_ship_wheel_loop_high\object_ship_wheel_loop_high_02		14496
	449796068	player_fol_grab_02	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\character\player\player_fol_grab_02_6296B0F9.wem		\Actor-Mixer Hierarchy\character\c_player\c_player\c_player_fol_grab\player_fol_grab_02		4895
	460682997	object_ship_wheel_start_03	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\object\object_ship_wheel_start_03_E49BD9A0.wem		\Actor-Mixer Hierarchy\object\obj_ship_wheel\obj_ship_wheel\obj_ship_wheel_start\obj_ship_wheel_start\object_ship_wheel_start_03		14061
	485629611	object_ship_wheel_loop_high_03	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\object\object_ship_wheel_loop_high_03_FCFF65DA.wem		\Actor-Mixer Hierarchy\object\obj_ship_wheel\obj_ship_wheel\obj_ship_wheel_start\obj_ship_wheel_loop_high\object_ship_wheel_loop_high_03		12568
	489034553	amb_wood_creak_08	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\ship_wood\amb_wood_creak_01_F590502A.wem		\Actor-Mixer Hierarchy\ambience\amb_ship_wood\amb_ship_wood\amb_ship_wood_creak\amb_ship_wood_creak_right\amb_wood_creak_08		27659
	498818189	c_magpie_voc_idle_09	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\character\magpie\c_magpie_voc_idle_099_6296B0F9.wem		\Actor-Mixer Hierarchy\character\c_magpie\c_magpie\c_magpie_voc\c_magpie_voc_idle\c_magpie_voc_idle\c_magpie_voc_idle_09		15873
	528398357	object_ship_wheel_stop_02	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\object\object_ship_wheel_stop_02_DCCE2F50.wem		\Actor-Mixer Hierarchy\object\obj_ship_wheel\obj_ship_wheel\obj_ship_wheel_stop\obj_ship_wheel_stop\object_ship_wheel_stop_02		5875
	538211963	object_ship_wheel_squeak_stop_02	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\object\object_ship_wheel_squeak_stop_02_3726DF80.wem		\Actor-Mixer Hierarchy\object\obj_ship_wheel\obj_ship_wheel\obj_ship_wheel_stop\obj_ship_wheel_squeak_stop\object_ship_wheel_squeak_stop_02		4542
	541472971	amb_wood_creak_02	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\ship_wood\amb_wood_creak_01_6DF51E8E.wem		\Actor-Mixer Hierarchy\ambience\amb_ship_wood\amb_ship_wood\amb_ship_wood_creak\amb_ship_wood_creak_left\amb_wood_creak_02		19426
	551988423	object_ship_wheel_squeak_stop_04	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\object\object_ship_wheel_squeak_stop_04_9A4AA5F9.wem		\Actor-Mixer Hierarchy\object\obj_ship_wheel\obj_ship_wheel\obj_ship_wheel_stop\obj_ship_wheel_squeak_stop\object_ship_wheel_squeak_stop_04		5190
	580422450	c_magpie_voc_idle_cry_02	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\character\magpie\c_magpie_voc_idle_cry_02_6296B0F9.wem		\Actor-Mixer Hierarchy\character\c_magpie\c_magpie\c_magpie_voc\c_magpie_voc_idle\c_magpie_voc_idle_cry\c_magpie_voc_idle_cry_02		5521
	585848266	amb_sail_base_oneshot_02	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\ship_sail\amb_sail_base_oneshot_739A6DAF.wem		\Actor-Mixer Hierarchy\ambience\amb_sail\amb_sail\amb_sail\amb_sail_base\amb_sail_base_oneshot_02		16203
	597169408	amb_wind_base_medium_02	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\wind\amb_wind_base_medium_02_6296B0F9.wem		\Actor-Mixer Hierarchy\ambience\amb_wind\amb_wind\amb_wind_02\amb_wind_medium\amb_wind_medium\amb_wind_base_medium_02		202279
	598259813	amb_wind_busy_medium	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\wind\amb_wind_busy_medium_67904A15.wem		\Actor-Mixer Hierarchy\ambience\amb_wind\amb_wind\amb_wind_02\amb_wind_medium\amb_wind_medium_busy\amb_wind_busy_medium		122510
	601252336	player_fol_grab_06	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\character\player\player_fol_grab_06_6296B0F9.wem		\Actor-Mixer Hierarchy\character\c_player\c_player\c_player_fol_grab\player_fol_grab_06		4970
	605956925	amb_wind_oneshot_strong_01	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\wind\amb_wind_oneshot_strong_01_6296B0F9.wem		\Actor-Mixer Hierarchy\ambience\amb_wind\amb_wind\amb_wind_02\amb_wind_strong\amb_wind_oneshot_long\amb_wind_oneshot_strong_01		52855
	618187684	c_magpie_voc_cry_03	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\character\magpie\c_magpie_voc_cry_03_6296B0F9.wem		\Actor-Mixer Hierarchy\character\c_magpie\c_magpie\c_magpie_voc\c_magpie_voc_cry\c_magpie_voc_cry\c_magpie_voc_cry_03		6633
	621331327	player_fol_grab_04	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\character\player\player_fol_grab_04_6296B0F9.wem		\Actor-Mixer Hierarchy\character\c_player\c_player\c_player_fol_grab\player_fol_grab_04		3852
	623457046	amb_sail_base_oneshot_04	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\ship_sail\amb_sail_base_oneshot_13FD4C87.wem		\Actor-Mixer Hierarchy\ambience\amb_sail\amb_sail\amb_sail\amb_sail_base\amb_sail_base_oneshot_04		14618
	630789538	c_magpie_voc_idle_cry_01	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\character\magpie\c_magpie_voc_idle_cry_01_6296B0F9.wem		\Actor-Mixer Hierarchy\character\c_magpie\c_magpie\c_magpie_voc\c_magpie_voc_idle\c_magpie_voc_idle_cry\c_magpie_voc_idle_cry_01		5330
	648186861	amb_wood_creak_06	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\ship_wood\amb_wood_creak_01_622FF292.wem		\Actor-Mixer Hierarchy\ambience\amb_ship_wood\amb_ship_wood\amb_ship_wood_creak\amb_ship_wood_creak_right\amb_wood_creak_06		31859
	666953469	amb_wood_creak_03	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\ship_wood\amb_wood_creak_01_E236CCF0.wem		\Actor-Mixer Hierarchy\ambience\amb_ship_wood\amb_ship_wood\amb_ship_wood_creak\amb_ship_wood_creak_left\amb_wood_creak_03		17490
	669954480	amb_sail_base_oneshot	C:\Users\Leon\Perforce\stlearnd_cloud_laptop\CloudSailing\CloudSailing_WwiseProject\.cache\Windows\SFX\amb\ship_sail\amb_sail_base_oneshot_E2B38865.wem		\Actor-Mixer Hierarchy\ambience\amb_sail\amb_sail\amb_sail\amb_sail_base\amb_sail_base_oneshot		19581
